text,leaf_labels
【金農米】有身分證的 東部新米,米
【金農米】西螺王 一等壽司米,米
【金農米】契作一等 履歷米,米
【金農米】泰國 一等茉莉香米,米
【金農米】特栽壽司米,米
【金農米】神級滷肉飯,豬;飯類
【金農米】產銷履歷 鮮磨胚芽米,米
【金農米】頂級一等壽司米,米
【金農米】履歷一等 小農種米,米
【金農米】履歷一等 白鷺鷥巡米,米
【金農米】履歷一等 黑土日曬米,米
【金農米】履歷風土純米,米
【金農米】履歷霜見米,米
【金農米】稻米達人 履歷 一等特賞香米,米
【金農米】稻米達人 履歷 台梗九號米,米
【金農米】稻米達人 履歷一等 台灣越光米,米
【金農米】績優賞履歷米,米
【金農米】鮮食米,米
【金潤益】100%苦茶油,油類
【金潤益】小磨香油,油類
【長松】大溪名產-滷汁豆乾,豆干
【長松】香豆干,豆干
【長松】海味系列-鱈魚條,鱈魚
【長松】烤花枝魚干,花枝;魚類
【長松】燒切干辛豆腐條,豆腐
【長松】燒切干純素豆皮,豆腐
【長松】燒切干純素豆乾-麻辣口味,豆干;麻辣
【長松】燒切干素豆腐乾,豆腐;豆干
【長松】鱈魚香絲,鱈魚
【阜鴻】良澔3D韓式厚海苔-梅子口味,海苔;梅子
【阿爸ㄟ土豆】香蔥花生,蔥;花生
【阿爸ㄟ土豆】麻辣花生,麻辣;花生
【阿爸ㄟ土豆】蔥辣花生,蔥;辣椒;花生
【阿城鵝肉】鵝油香蒜,油類;蒜
【阿城鵝肉】鵝油香蔥,油類;蔥
【阿常師】鯧魚炊粉,米粉炊粉;魚類
【阿琴水餃】熱賣經典-鮮豬肉手工冷凍水餃,餃子;豬
【阿琴水餃】鮮豬肉水餃-大根鮮肉,餃子;豬;蔬菜
【阿琴水餃】鮮豬肉水餃-玉米濃湯,餃子;豬;玉米;濃湯
【阿琴水餃】鮮豬肉水餃-韭菜鮮肉,餃子;豬;蔬菜
【阿琴水餃】鮮豬肉水餃-高麗菜鮮肉,餃子;豬;高麗菜
【阿琴水餃】鮮豬肉水餃-瓠瓜鮮肉,餃子;豬;蔬菜
【阿薩姆】奶茶,奶茶
【阿薩姆】阿薩姆芋香奶茶,芋頭;奶茶
【阿薩姆】阿薩姆草莓奶茶 ,草莓;奶茶
【阿薩姆】阿薩姆蘋果奶茶 ,蘋果;奶茶
【阿薩姆】紅茶,紅茶
【阿薩姆】原味奶茶,奶茶
【阿薩姆】雙茶會奶茶,奶茶
【青的農場】健康廣場毛綠豆,綠豆
【青美嚴選】台灣嚴選厚切多汁豬肉條,豬
【青森農協】日本APLS阿爾卑斯紅葡萄汁,蔬果汁;葡萄
【青森農協】希望之雫蘋果汁 ,蔬果汁;蘋果
【青森農協】林檎蘋果汁 ,蔬果汁;蘋果
【青森農協】青森蘋果汁盒裝系列 ,蔬果汁;蘋果
【青葉】有機紅豆湯,紅豆;湯品
【青葉】枸杞燉銀耳,木耳;中藥材
【亟品】螺螄粉-經典原味,米粉炊粉
【俊美】鳳梨酥禮盒,鳳梨;點心類
【保力達】水蠻牛飲料,飲品類
【保力達】蠻牛維他命B飲料,飲品類
【南北坊】大麥仁/洋薏仁,麥
【南北坊】日正南北坊小磨香油,油類
【南北坊】冬瓜茶磚,冬瓜;茶類
【南北坊】旺萊粉絲,冬粉絲
【南北坊】綠豆,綠豆
【南北坊】綠豆大麥仁,綠豆;麥
【南北坊】嚴選台灣紅豆,紅豆
【南興】新竹肉燥風味調和米粉,米粉炊粉;豬
【南興】新竹純米米粉,米粉炊粉
【南興】新竹素食調和米粉,米粉炊粉
【南興】聖母牌炊粉,米粉炊粉
【品客 Pringles】洋芋片 MINIS 經典原味,洋芋片
【品客 Pringles】奢華起司風味洋芋片,起司;洋芋片
【屏東陳媽媽】頂級原粒芒果青,芒果
【屏東縣農會】屏農紅豆湯,紅豆;湯品
【建榮】旗魚脯,魚類
【枸杞家園】All-in-1波森莓+鐵,莓果
【枸杞家園】有機認證100%枸杞,中藥材
【枸杞家園】有機認證枸杞原汁,飲品類;中藥材
【枸杞家園】華世有機認證枸杞,中藥材
【津津】蘆筍汁,蔬果汁;筍子
【洪城郡】韓國岩燒海苔,海苔
【洪瑞珍】 珍味太陽餅,點心類
【洪瑞珍】 珍味老婆餅,點心類
【洪瑞珍】老鋪沙琪瑪,點心類
【洪瑞珍】角角餐包-奶酥,麵包;奶油
【洪瑞珍】角角餐包-肉鬆,麵包;肉鬆
【洪瑞珍】角角餐包-芋泥,麵包;芋頭
【洪瑞珍】國民三明治 招牌火腿三明治,三明治;火腿熱狗
【洪瑞珍】國民三明治 原味起司,三明治;起司
【洪瑞珍】國民三明治 草莓起司三明治,三明治;草莓;起司
【洪瑞珍】國民酥酥-草莓奶酪,草莓;奶油
【洪瑞珍】國民酥酥-起司火腿,起司;火腿熱狗
【洪瑞珍】國民酥酥-蒜香乳酪,蒜;起司
【洪瑞珍】國民酥酥-濃巧肉鬆,可可;肉鬆
【洪瑞珍】經典原味花生,花生
【洪瑞珍】經典鳳梨酥,鳳梨;點心類
【活力本味】日式綜合米果手提禮盒,點心類;米
【活力本味】梅片/梅餅,梅子;點心類
【洽通】虱目魚皮,虱目魚
【洽通】虱目魚柳,虱目魚
【洽通】無刺虱目魚肚,虱目魚
【珍田生機】珍田芝麻糕-原味芝麻,芝麻
【珍田生機】珍田黑芝麻糕-加顆粒,芝麻;點心類
【珍珍】沖繩黑糖魷魚,黑糖;魷魚
【珍珍】昆布-全素,蔬菜
【珍珍】芝麻鱈絲,鱈魚;芝麻
【珍珍】香烤魷魚條,魷魚
【珍珍】魷魚片,魷魚
【珍珍】魷魚絲,魷魚
【珍珍】鮭魚風味手燒卷,鮭魚
【珍珍】鱈香魚片,鱈魚
【珍珍】鱈魚香絲,鱈魚
【皇家榖堡】台東米,米
【皇家榖堡】胚芽糙米,糙米玄米
【皇家穀堡】一等特賞米,米
【皇家穀堡】一等特賞糙米,糙米玄米
【皇家穀堡】台東一等米,米
【皇家穀堡】花東完熟米,米
【皇家穀堡】花東鮮切胚芽糙米,糙米玄米
【皇家穀堡】長秈糙米,糙米玄米
【皇家穀堡】皇家皇金米,米
【皇家穀堡】特栽履歷黑米,米
【皇家穀堡】秘境台東契作履歷米,米
【皇家穀堡】莊園紫米,米
【皇家穀堡】莊園黑米,米
【皇家穀堡】精選一等米,米
【皇家穀堡】噶瑪蘭雪山米,米
【皇家穀堡】關山穀堡履歷特栽米,米
【皇家穀堡】蘭陽生態琵鷺一等白米,米
【皇家穀堡】蘭陽生態琵鷺一等糙米,糙米玄米
【皇族】綜合優格果凍-水蜜桃+草莓,果凍;水蜜桃;草莓;優酪優格
【皇族】綜合優格果凍-原味+草莓,果凍;草莓;優酪優格
【皇嘉】Frantoio橄欖油,橄欖油
【皇嘉】Hojiblanca橄欖油,橄欖油
【皇嘉】雙品種橄欖油,橄欖油
【約克街肉舖】七里香燒烤串,雞
【約克街肉舖】天然放牧無毒黑羽土雞切塊,雞
【約克街肉舖】手拍Ａ5和牛漢堡排,加工肉品;牛;堡
【約克街肉舖】日本Ａ5極饌和牛燒肉片,牛
【約克街肉舖】日本Ａ5極饌雪紋和牛排,牛
【約克街肉舖】日本Ｆ1奧羽雪紋和牛排,牛
【約克街肉舖】古早味厚切排骨,排骨
【約克街肉舖】台灣去骨雞腿丁/雞胸肉任選,雞
【約克街肉舖】台灣安心月亮豬軟骨,豬
【約克街肉舖】台灣安心豬腳切塊,豬
【約克街肉舖】台灣米血糕串,內臟及血製品;米
【約克街肉舖】台灣國產厚切培根,加工肉品
【約克街肉舖】台灣國產無骨小里肌豬排,豬
【約克街肉舖】台灣國產豬肉絲,豬
【約克街肉舖】台灣國產優質去骨雞腿丁,雞
【約克街肉舖】台灣國產優質沙朗豬排,豬
【約克街肉舖】台灣國產優質家常培根切片,加工肉品
【約克街肉舖】台灣國產薄切雞胸肉,雞
【約克街肉舖】台灣國產嚴選去骨雞腿排,雞
【約克街肉舖】台灣國產嚴選豬五花厚切,豬
【約克街肉舖】台灣國產嚴選雞中翅,雞
【約克街肉舖】台灣帶骨梅花豬小排,豬
【約克街肉舖】台灣優選豬棒腿,豬
【約克街肉舖】台灣雞肉/豬肉串,雞;豬
【約克街肉舖】台灣雞翅串,雞
【約克街肉舖】安心僧帽肌雪花豬肉片,豬
【約克街肉舖】西班牙低鹽切達起司片,起司;鹽
【約克街肉舖】孜然/蒜香牛肉串任選,牛;蒜
【約克街肉舖】孜然丁骨羊排,羊
【約克街肉舖】孜然羊肩排,羊
【約克街肉舖】法國總統牌有鹽純奶油,奶油;鹽
【約克街肉舖】青花椒雪花帶骨豬小排,豬;辣椒
【約克街肉舖】厚切純淨台灣去皮雞胸排,雞
【約克街肉舖】美國安格斯板腱牛排,牛
【約克街肉舖】香烤豬大腸串,內臟及血製品;豬
【約克街肉舖】家常牛豬雞絞肉任選,牛;豬;雞
【約克街肉舖】紐西蘭PS沙朗牛排,牛
【約克街肉舖】紐西蘭小羔羊肉片,羊
【約克街肉舖】紐西蘭小羔羊後腿心菲力,羊
【約克街肉舖】紐西蘭羊排骨切塊,羊;排骨
【約克街肉舖】紐西蘭板腱牛排,牛
【約克街肉舖】紐西蘭法式8骨小羔羊排,羊
【約克街肉舖】紐西蘭厚切板腱牛排,牛
【約克街肉舖】紐西蘭帶髓羊大骨,羊
【約克街肉舖】純淨台灣國產豬絞肉,豬
【約克街肉舖】純淨台灣國產雞皮,雞
【約克街肉舖】純淨台灣國產雞翅尖,雞
【約克街肉舖】純淨台灣國產雞胸肉丁,雞
【約克街肉舖】純淨台灣國產雞胸絞肉,雞
【約克街肉舖】純淨澳洲蜂巢牛肚切段,內臟及血製品;牛
【約克街肉舖】草飼背肩牛絞肉,牛
【約克街肉舖】國產豬里肌上蓋肋條,豬
【約克街肉舖】軟嫩百頁豆腐串,豆腐
【約克街肉舖】雪花帶骨豬小排,豬
【約克街肉舖】椒鹽雪花帶骨豬小排,豬;鹽;胡椒
【約克街肉舖】港式椒鹽豬五花肉排,豬;鹽;胡椒
【約克街肉舖】精選台灣豬五花肉片,豬
【約克街肉舖】精選台灣豬梅花肉片,豬
【約克街肉舖】輕醃椒鹽雞棒腿,雞;鹽;胡椒
【約克街肉舖】醃漬帶骨豬小排任選,豬
【約克街肉舖】澳洲小牛嫩肩牛排,牛
【約克街肉舖】澳洲頂級牛筋切段,牛
【約克街肉舖】澳洲頂級老饕牛頰肉,牛
【約克街肉舖】澳洲熟成沙朗牛排,牛
【約克街肉舖】韓式雪花帶骨豬小排,豬
【約克街肉舖】雞胗/雞心/雞皮任選,內臟及血製品;雞
【約克街肉舖】嚴選澳洲小放山羊帶皮切塊,羊
【紅布朗】十穀米,米
【紅布朗】有機枸杞,中藥材
【紅布朗】堅果素香鬆 ,堅果種子類
【紅茶花伝】皇家奶茶,奶茶
【紅茶花伝】皇家紅茶,紅茶
【紅牌】速纖纖維飲料,飲品類
【紅牌】蜂蜜奶茶,蜂蜜;奶茶
【美佐子 MISAKO】美味棧紅燒鮑魚罐頭,鮑魚
【美佐子 MISAKO】零嘴系列-五香蒟蒻條 ,蒟蒻
【美佐子 MISAKO】嚴選肉乾系列-牛肉乾/豬肉條組合,牛;豬;肉乾
【美佐子 MISAKO】嚴選肉乾系列-勁辣牛肉乾 ,辣椒;牛;肉乾
【美佐子 MISAKO】嚴選肉乾系列-原味牛肉乾 ,牛;肉乾
【美佐子 MISAKO】嚴選肉乾系列-蜂蜜豬肉條,蜂蜜;豬;肉乾
【美佐子 MISAKO】嚴選海味系列-香烤魷魚鬚,魷魚
【美佐子 MISAKO】嚴選海味系列-原味魷魚絲 ,魷魚
【美佐子 MISAKO】嚴選海味系列-原燒中卷片,海鮮
【美佐子 MISAKO】嚴選海味系列-碳烤魷魚絲 ,魷魚
【美佐子 MISAKO】嚴選海味系列-蜜汁魷魚,蜂蜜;魷魚
【美粒果】白葡萄汁+蘆薈果粒,蔬果汁;葡萄;蔬菜
【美粒果】白葡萄汁-添加清新蘆薈粒,蔬果汁;葡萄;蔬菜
【美粒果】白葡萄果汁,蔬果汁;葡萄
【美粒果】柳橙汁,蔬果汁;柳橙
【美粒果】零加糖葡萄蘇打,汽水;葡萄
【美粒果】零加糖蜜桃蘇打,汽水;水蜜桃
【美粒果】零加糖蘋果蘇打,汽水;蘋果
【美粒果】蘋果蘇打,汽水;蘋果
【美雅宜蘭餅】阿柱師花生仁糕,花生;點心類
【美雅宜蘭餅】阿柱師花生糖,花生;糖果
【美雅宜蘭餅】阿柱師黑芝麻糕,芝麻;點心類
【美祿】巧克力牛奶-麥芽飲品,牛奶;可可;飲品類;麥
【美祿】美祿巧克力牛奶麥芽飲品,牛奶;可可;飲品類;麥
【美祿】美祿巧克力飲品減糖配方,可可;飲品類
【胖老爹】雞肉鬆,肉鬆;雞
【胡同】元氣豆豉小魚/玻璃罐,豆類;魚類
【胡同】元氣豬肉條-泰式檸檬微辣風味,檸檬;辣椒;豬
【胡同】元氣豬肉條-蜜汁口味,蜂蜜;豬
【胡同燒肉】元氣厚切海苔,海苔
【茂喜】北海道昆布,蔬菜
【茂喜】有機大紅棗,紅棗
【茂喜】有機小米,米
【茂喜】有機枸杞,中藥材
【茂喜】肉骨茶-佐料包,湯品
【茂喜】青仁黑豆,豆類
【茂喜】海藻蔬菜湯-純素,蔬菜;湯品
【茂喜】精選大紅棗-調理用,紅棗
【茂喜】精選台灣黑木耳,木耳
【茂喜】精選白木耳,木耳
【茂喜】綠豆,綠豆
【茂喜】燒酒雞/蝦-佐料包,酒;雞;蝦
【茉莉茶園】茉香柚茶  ,柚子;茶類
【茉莉茶園】蜜茶  ,蜂蜜;茶類
【茉莉茶園】檸檬紅茶,檸檬;紅茶
【茉莉茶園】蘋果紅茶,蘋果;紅茶
【茉麗華】特級冷壓初榨橄欖油,橄欖油
【飛燕】加糖全脂煉乳,乳品類
【俵屋兵米衛】日本北海道米-一等米,米
【原味本舖】麥仔茶,茶類;麥
【原味本舖】蜂蜜菊花茶,蜂蜜;茶類
【原味巡禮】老滷豆干-大沙茶,豆干;沙茶
【原味巡禮】老滷豆干-大豆丁,豆干
【原味巡禮】老滷豆干-大板條,豆干;米
【原味巡禮】老滷豆干-紅燒肉豆干,豆干;肉類
【原味巡禮】老滷豆干-香Q豆絲,豆干
【原味巡禮】老滷豆干-香辣豆干,豆干;辣椒
【原味巡禮】老滷豆干-麻辣板條,豆干;麻辣;米
【原味巡禮】老滷豆干-滷肉珍味,豆干;豬
【原味巡禮】老滷豆干-蒜茸豆絲,豆干;蒜
【原味巡禮】香菇素肉乾,香菇;肉乾
【原味巡禮】辣味香菇素肉乾,香菇;辣椒;肉乾
【原萃】日式焙香煎茶,茶類
【原萃】日式綠茶,綠茶抹茶
【原萃】玉露綠茶,綠茶抹茶
【原萃】冷萃日式深蒸綠茶,綠茶抹茶
【原萃】冷萃金萱烏龍茶,烏龍青茶
【原萃】冷萃春笠青茶,烏龍青茶
【原萃】冷萃蜜香紅茶,紅茶
【原萃】烏龍茶,烏龍青茶
【原萃】烏龍茶-文山包種,烏龍青茶
【原萃】綠茶玉露-寶特,綠茶抹茶
【原萃】蜜香台灣青茶,烏龍青茶
【原萃】蜜香青茶,烏龍青茶
【原萃】錫蘭無糖紅茶,紅茶
【原萃】鐵觀音,茶類
【娘家】熬雞精,雞;飲品類
【宮北合作農場】苦茶油,油類
【家購網嚴選】冰梅情人果,梅子;芒果
【展鮮】小紅牛冷凍乾燥牛番茄,番茄
【悅氏】Light氣泡水-葡萄柚口味,汽水;柚子
【悅氏】Light礦泉氣泡水,汽水;飲用水
【悅氏】Light鹼性水,飲用水
【悅氏】上質好茶-金萱烏龍茶,烏龍青茶
【悅氏】上質好茶-琥珀高山青茶,烏龍青茶
【悅氏】山苦瓜油切綠茶,綠茶抹茶;蔬菜
【悅氏】天然水,飲用水
【悅氏】日式綠茶,綠茶抹茶
【悅氏】四季春茶,烏龍青茶
【悅氏】油切綠茶,綠茶抹茶
【悅氏】油切綠茶-無糖,綠茶抹茶
【悅氏】金萱烏龍茶,烏龍青茶
【悅氏】青草茶,茶類
【悅氏】悅氏天然水,飲用水
【悅氏】悅氏礦泉氣泡水,汽水;飲用水
【悅氏】茶花綠茶,綠茶抹茶
【悅氏】健茶到油切綠茶-無糖,綠茶抹茶
【悅氏】御坊烏梅釀,梅子
【悅氏】梅子綠茶,梅子;綠茶抹茶
【悅氏】淡水酸梅湯,湯品;梅子
【悅氏】麥茶,茶類;麥
【悅氏】黃金蕎麥綠茶,綠茶抹茶;麥
【悅氏】黑烏龍茶,烏龍青茶
【悅氏】蜜香紅茶,紅茶
【悅氏】熟成無糖紅茶,紅茶
【悅氏】蔬果吧-胡蘿蔔綜合果蔬汁,蔬果汁;蘿蔔
【悅氏】蔬果吧-熱帶綜合果蔬汁,蔬果汁
【悅氏】鎂日補給運動風味氣泡飲 ,汽水
【悅氏】鎂日補給鎂30補給水,飲用水
【悅氏】檸檬紅茶,檸檬;紅茶
【悅氏】雙纖油切綠茶-無糖,綠茶抹茶
【悅氏】礦泉水,飲用水
【悅氏】礦泉茶品-梅子綠茶,梅子;綠茶抹茶
【悅氏】礦泉茶品-綠茶,綠茶抹茶
【悅氏】礦泉黃金烏龍茶-無糖,烏龍青茶
【悅氏】礦泉綠茶,綠茶抹茶
【悅氏】鹼性離子水,飲用水
【悦氏】上質好茶-黃金蕎麥綠茶,綠茶抹茶;麥
【悦氏】上質好茶-熟成紅茶,紅茶
【扇屋】OHGIYA 一口鱈魚起司條,鱈魚;起司
【格力高】杏仁果效果-原味杏仁果飲,杏仁;飲品類
【格力高】杏仁果效果-無糖杏仁果飲,杏仁;飲品類
【桂格】成長奶粉健康三益菌配方 ,奶粉
【桂格】杏仁果燕麥飲,杏仁;燕麥;飲品類
【桂格】奇動能量飲-熱帶百香果風味,飲品類;百香果
【桂格】油切享纖白柚檸檬飲,飲品類;柚子;檸檬
【桂格】特濃黑芝麻穀飲,芝麻;全穀類;飲品類
【桂格】高麗人蔘禮盒,人蔘
【桂格】葡萄糖胺高鈣奶粉,奶粉
【桂格】補氣養蔘蜂蜜飲,飲品類;蜂蜜;人蔘
【桂格】滴雞精,雞;飲品類
【桂格】熬雞精,雞;飲品類
【桂格】膠原蛋白高鐵高鈣奶粉 ,奶粉
【桂格】養氣人蔘,人蔘
【桂格】雙效健康益生菌高鈣奶粉,奶粉
【桂格】藜麥燕麥飲,燕麥;飲品類;藜麥
【桂格】嚴選醇濃全脂奶粉,奶粉
【桃屋】桃屋生蒜醬,蒜
【桐花】客家創意料理 薑絲大腸,內臟及血製品;薑
【泰山】 twist water 環保包裝水,飲用水
【泰山】Cheers Lemon檸檬氣泡水,汽水;檸檬
【泰山】Cheers Peach水蜜桃氣泡水,汽水;水蜜桃
【泰山】Cheers Plum梅子氣泡水 ,汽水;梅子
【泰山】Cheers氣泡水,汽水
【泰山】Cheers蜂蜜氣泡水,汽水;蜂蜜
【泰山】EX 強氣泡水,汽水
【泰山】Sunkist香吉士芭樂果汁飲料,蔬果汁;芭樂
【泰山】Sunkist香吉士柳橙果汁飲料,蔬果汁;柳橙
【泰山】twist water環保包裝水,飲用水
【泰山】八寶粥,點心類
【泰山】不飽和大豆沙拉油,油類;豆類
【泰山】不飽和調合油,調合油
【泰山】主廚精選玄米油,油類;糙米玄米
【泰山】仙草凍,仙草;點心類
【泰山】仙草蜜,仙草;蜂蜜
【泰山】台灣花生湯,花生;湯品
【泰山】玄米油,油類;糙米玄米
【泰山】好理由純芥花油,油類
【泰山】好理調合油,調合油
【泰山】自然就好系列-花生湯,花生;湯品
【泰山】均衡369健康調合油,調合油
【泰山】均衡369嚴選調合油,調合油
【泰山】花生仁湯,花生;湯品
【泰山】花生風味調合油,調合油;花生
【泰山】珍珠薏仁饌,珍珠
【泰山】珍榖益南瓜藜麥粥,飯類;蔬菜;藜麥
【泰山】紅豆湯,紅豆;湯品
【泰山】泰山純葵花油,油類
【泰山】特級歐式蔬菜調合油,調合油
【泰山】純水,飲用水
【泰山】純芥花油,油類
【泰山】純葵花油,油類
【泰山】健康好理油植醇葵花油,油類
【泰山】第一道冷壓橄欖油,橄欖油
【泰山】單元100%純芥花油,油類
【泰山】單元不飽和純芥花油,油類
【泰山】紫米紅豆湯,紅豆;湯品;米
【泰山】紫米薏仁,米
【泰山】黑八寶,點心類
【泰山】黑八寶-沖繩黑糖,點心類;黑糖
【泰山】精選葡萄籽油,油類;葡萄
【泰山】綠豆湯,綠豆;湯品
【泰山】綠豆椰果湯,綠豆;椰子;湯品
【泰山】綿密牛奶紅豆,紅豆;牛奶
【泰山】輕怡調合油,調合油
【泰山】噴霧式玄米油,油類;糙米玄米
【泰山】養生珍饌紫米薏仁,米
【泰山】燕麥奶花生,燕麥;花生
【泰山】薏仁湯,全穀類;湯品
【泰凱食堂】冰火山溏心蛋,蛋類
【泰凱食堂】超人氣椒香鹹水雞,雞;辣椒
【泰源農場】上等鵝油香蔥,油類;蔥
【泰源農場】苦茶油,油類
【泰源農場】埔里黑皮厚肉香菇,香菇
【泰源農場】高山金針菇,菌菇
【泰源農場】高山香菇,香菇
【泰源農場】高山脫水高麗菜,高麗菜
【泰源農場】新社小農高山香菇,香菇
【海夫健康生活館】花旗蔘銀耳露,木耳;人蔘
【海夫健康生活館】紅棗銀耳露,木耳;紅棗
【海夫健康生活館】菊花銀耳露,木耳
【海肉管家】大甲芋頭貢丸,加工肉品;芋頭
【海肉管家】台式經典薑母鴨,鴨;薑
【海肉管家】台式蔥抓餅,麵餅;蔥
【海肉管家】叼嘴酸菜魚,魚類;酸菜
【海肉管家】金門高梁半筋半肉牛肉爐,火鍋;牛;酒
【海肉管家】紅燒羊肉爐,火鍋;羊
【海肉管家】香蔥蛋餅皮,麵餅;蔥
【海肉管家】野放活凍超大巴拿馬白蝦,蝦
【海肉管家】麻辣牛三寶,牛;內臟及血製品;麻辣
【海肉管家】麻辣牛雜湯,湯品;牛;內臟及血製品;麻辣
【海肉管家】道地新竹原味貢丸,加工肉品
【海肉管家】酸菜白肉鍋,火鍋;肉類;酸菜
【海味家族】鮭魚風味小捲燒,鮭魚
【海底撈】冬陰功泰式鍋底,火鍋
【海底撈】清油麻辣鍋底,火鍋;麻辣;油類
【海底撈】麻辣血旺豆腐火鍋湯底,火鍋;內臟及血製品;豆腐;麻辣;湯品
【海底撈】麻辣香鍋調味料,麻辣
【海底撈】麻辣鴨血煲,內臟及血製品;麻辣;鴨
【海底撈】番茄牛肉煲,牛;番茄
【海底撈】番茄冬粉,冬粉絲;番茄
【海底撈】酸香番茄鍋底,火鍋;番茄
【海底撈】酸菜白肉煲,肉類;酸菜
【海底撈】酸辣冬粉,冬粉絲
【海底撈】鮮香清湯湯底,湯品
【海昌】5℃天然無氣泡蘇打水,汽水
【海軒屋】珍味魷魚絲,魷魚
【海軒屋】珍味魷魚絲-日式唐辛子,魷魚;辣椒
【海軒屋】珍味魷魚絲-沙茶碳烤,魷魚;沙茶
【海軒屋】珍味魷魚絲-韓式泡菜,魷魚;泡菜
【海軒屋】海之味鮪魚糖,鮪魚
【海軒屋】碳烤魷魚絲,魷魚
【海陸管家】太平洋紅魚切片盤,魚類
【海陸管家】太平洋紅魚無刺清肉片,魚類
【海陸管家】日本北海道2S生食級干貝,干貝
【海陸管家】日本北海道3S生食級干貝,干貝
【海陸管家】日本北海道4S/5S生食級干貝,干貝
【海陸管家】日本北海道5S生食級干貝,干貝
【海陸管家】日本原裝全殼牡蠣2L尺寸,貝類
【海陸管家】日本原裝全殼牡蠣L尺寸,貝類
【海陸管家】日本原裝鮭魚卵,魚卵;鮭魚
【海陸管家】日本宮城縣帶殼牡蠣,貝類
【海陸管家】日本廣島帶殼生蠔,貝類
【海陸管家】日本熟凍紅雪蟹切盤,蟹
【海陸管家】日本藏出原裝明太子,魚卵
【海陸管家】日式風味深海帝王蟹味棒,蟹
【海陸管家】北海道風味薄鹽鮭魚,鮭魚;鹽
【海陸管家】北海道熟凍含卵帆立貝,貝類
【海陸管家】去刺虱目魚里肌柳條,虱目魚
【海陸管家】古早味香酥炸芋餅,芋頭
【海陸管家】可口淡水魚丸,魚類
【海陸管家】台南去刺鮮美虱目魚肚,虱目魚
【海陸管家】台南老饕XL去刺虱目魚肚,虱目魚
【海陸管家】台南老饕大片去刺虱目魚肚,虱目魚
【海陸管家】台南老饕去刺虱目魚肚,虱目魚
【海陸管家】台南無刺虱目魚皮,虱目魚
【海陸管家】台灣午仔魚一夜干,魚類
【海陸管家】台灣午仔魚清肉片,魚類
【海陸管家】台灣特大鮮嫩金目鱸魚片,魚類
【海陸管家】台灣特選SGS金鑽白蝦,蝦
【海陸管家】台灣深海魷魚串,魷魚
【海陸管家】台灣產鮮甜新鮮去剌虱目魚肚,虱目魚
【海陸管家】台灣野生肉魚,魚類
【海陸管家】台灣黑鮪魚大腹肚條,鮪魚
【海陸管家】台灣黑鮪魚腹菲力,鮪魚
【海陸管家】台灣鮮嫩白帶魚清肉捲,魚類
【海陸管家】台灣鮮嫩鯛魚下巴,魚類
【海陸管家】台灣嚴選鮮嫩鯛魚片,魚類
【海陸管家】巨無霸野生海草蝦,蝦
【海陸管家】正宗韓式部隊鍋,火鍋
【海陸管家】生食級Beluga阿根廷天使紅蝦仁,蝦
【海陸管家】米其林雙色乳酪絲家庭號,起司
【海陸管家】宏都拉斯活凍白蝦,蝦
【海陸管家】味你好高麗菜鮮肉熟水餃,餃子;肉類;高麗菜
【海陸管家】奇巧豬肉熟高麗菜水餃,餃子;豬;高麗菜
【海陸管家】奇津冷凍上海生煎包,包子饅頭
【海陸管家】奇津冷凍素鍋貼,餃子
【海陸管家】奇津冷凍熟鍋貼,餃子
【海陸管家】奇美雙色巧克力饅頭,包子饅頭;可可
【海陸管家】法式經典煙燻鮭魚切片,鮭魚
【海陸管家】阿在伯冷凍手工餃子,餃子
【海陸管家】南方澳大片薄鹽鯖魚,魚類;鹽
【海陸管家】屏東純手工鴨油,油類;鴨
【海陸管家】活凍野生三點母蟹,蟹
【海陸管家】活凍藍蟹,蟹
【海陸管家】英國霸王蟹,蟹
【海陸管家】香酥虱目魚排,虱目魚
【海陸管家】香酥蛋黃芋泥丸,蛋類;芋頭
【海陸管家】香酥旗魚排,魚類
【海陸管家】香酥旗魚塊,魚類
【海陸管家】香酥蘋果派,蘋果
【海陸管家】挪威/冰島爆蛋柳葉魚,魚卵
【海陸管家】挪威肥嫩厚切3XL鮭魚,鮭魚
【海陸管家】挪威特選黃金爆卵柳葉魚,魚卵
【海陸管家】格陵蘭厚切大比目魚,魚類
【海陸管家】特選北極甜蝦,蝦
【海陸管家】紐西蘭福氣魚卵,魚卵
【海陸管家】深海鮭魚肚條,鮭魚
【海陸管家】細嫩鮭魚鰭邊肉,鮭魚
【海陸管家】荷蘭經典洋蔥圈,洋蔥
【海陸管家】軟Q小金絲卷,包子饅頭
【海陸管家】富統小熱狗家庭號,火腿熱狗
【海陸管家】智利頂級鮭魚切片,鮭魚
【海陸管家】智利鮭魚輪切片,鮭魚
【海陸管家】港式酥脆蘿蔔糕,蘿蔔
【海陸管家】港式蝦滑,蝦
【海陸管家】無刺巴沙魚排,魚類
【海陸管家】進口生食級日式蟹肉棒,蟹
【海陸管家】酥脆卡啦雞腿排,雞
【海陸管家】酥脆虱目魚塊_小魚造型,虱目魚
【海陸管家】黃金卡啦豬排,豬
【海陸管家】黃金厚厚魔鬼雞排,雞
【海陸管家】黃金香酥魷米花,魷魚
【海陸管家】黃金海鮮排,海鮮
【海陸管家】黃金酥炸竹莢魚片,魚類
【海陸管家】黃金酥脆魷魚圈,魷魚
【海陸管家】道地新竹原味貢丸,加工肉品
【海陸管家】翡翠/黃金/如意燒賣,餃子
