"text","labels"
"[伯朗]伯朗絲絨奶茶_濃厚乳感","Root;食材;其它類;飲品類;茶類;奶茶"
"[伯朗]伯朗嚴選濾掛咖啡-焙郁醇香","Root;食材;其它類;飲品類;咖啡"
"[伯朗]冷萃濾泡咖啡-堅果醇香風味","Root;食材;其它類;堅果種子類;飲品類;咖啡"
"[伯朗]咖啡","Root;食材;其它類;飲品類;咖啡"
"[伯朗]咖啡曼特寧風味2合1","Root;食材;其它類;飲品類;咖啡"
"[伯朗]咖啡曼特寧風味3合1","Root;食材;其它類;飲品類;咖啡"
"[伯朗]咖啡-越式風味咖啡/三合一","Root;食材;其它類;飲品類;咖啡"
"[伯朗]重焙曼特寧風味","Root;食材;其它類;飲品類;咖啡"
"[伯朗]特濃湖鹽咖啡三合一","Root;食材;其它類;調味料;飲品類;咖啡;鹽"
"[伯朗]純萃無糖美式","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[伯朗]曼特寧二合一咖啡","Root;食材;其它類;飲品類;咖啡"
"[伯朗]曼特寧咖啡","Root;食材;其它類;飲品類;咖啡"
"[伯朗]無糖醇香拿鐵二合一","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[伯朗]焦糖烤布蕾拿鐵","Root;食材;其它類;調味料;飲品類;點心類;咖啡;糖;拿鐵;焦糖"
"[伯朗]絲絨奶茶_濃厚乳感","Root;食材;其它類;飲品類;茶類;奶茶"
"[伯朗]雲朵卡布奇諾三合一","Root;食材;其它類;飲品類;咖啡"
"[伯朗]雲朵焦糖瑪琪朵三合一","Root;食材;其它類;調味料;飲品類;咖啡;糖;焦糖"
"[伯朗]醇香拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[伯朗]醇黑咖啡無糖","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[伯朗]嚐家濾掛咖啡-盛綻果宴","Root;食材;其它類;飲品類;咖啡"
"[伯朗]鮮萃奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"[伯朗]藍山咖啡","Root;食材;其它類;飲品類;咖啡"
"[伯朗]藍山極萃風味","Root;食材;其它類;飲品類;咖啡"
"[佛祖牌]新竹純米米粉","Root;食材;全穀類;米;米粉炊粉"
"[克寧]100%純生乳奶粉","Root;食材;乳品類;奶粉"
"[克寧]SuperKid 高鈣成長牛乳","Root;食材;乳品類;牛奶"
"[克寧]Superkid高鈣成長牛奶","Root;食材;乳品類;牛奶"
"[克寧]UC-II靈活高鈣奶粉","Root;食材;乳品類;奶粉"
"[克寧]全家三倍鈣奶粉","Root;食材;乳品類;奶粉"
"[克寧]克寧SuperKid高鈣成長牛乳","Root;食材;乳品類;牛奶"
"[克寧]克寧草莓優酪乳","Root;食材;乳品類;水果;優酪優格;莓果;草莓"
"[克寧]克寧紫薯藜麥牛乳","Root;食材;乳品類;全穀類;地瓜;牛奶;麥;藜麥"
"[克寧]芭那那高纖牛乳","Root;食材;乳品類;水果;牛奶;香蕉"
"[克寧]紅豆燕麥牛乳","Root;食材;乳品類;全穀類;牛奶;紅豆;麥;燕麥"
"[克寧]草莓優酪乳","Root;食材;乳品類;水果;優酪優格;莓果;草莓"
"[克寧]晚安奶粉","Root;食材;乳品類;奶粉"
"[克寧]紫薯藜麥牛乳","Root;食材;乳品類;全穀類;地瓜;牛奶;麥;藜麥"
"[克寧]綜合莓果·漾牛乳","Root;食材;乳品類;水果;牛奶;莓果"
"[克寧]銀養奶粉高鈣順暢配方","Root;食材;乳品類;奶粉"
"[克寧]銀養高鈣全方位奶粉","Root;食材;乳品類;奶粉"
"[克寧]銀養高鈣葉黃素奶粉","Root;食材;乳品類;奶粉"
"[克寧]銀養高鈣葡萄糖胺奶粉","Root;食材;乳品類;奶粉"
"[克寧]銀養高鈣雙效奶粉","Root;食材;乳品類;奶粉"
"[呂師傅]豬肉高麗菜水餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子;高麗菜"
"[每朝]EX黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[每朝]健康茶","Root;食材;其它類;飲品類;茶類"
"[每朝]無糖紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"[每朝]雙纖綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[每朝健康]無糖熟藏紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"[每朝健康]綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[每朝健康]雙纖綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[究·選 SUAN]草莓紅茶氣泡飲","Root;食材;其它類;水果;莓果;飲品類;茶類;草莓;紅茶"
"[良金牧場]金門高粱牛肉角-原味","Root;食材;其它類;肉類;牛;飲品類;酒"
"[良金牧場]金門高粱牛肉角-綜合","Root;食材;其它類;肉類;牛;飲品類;酒"
"[良金牧場]金門高粱牛肉角-辣味","Root;食材;其它類;肉類;蔬菜;牛;辣椒;飲品類;酒"
"[良金牧場]高粱牛肉乾-原味","Root;食材;其它類;肉類;加工肉品;牛;飲品類;肉乾;酒"
"[良金牧場]高粱牛肉乾-辣味","Root;食材;其它類;肉類;蔬菜;加工肉品;牛;辣椒;飲品類;肉乾;酒"
"[良澔]大溪名產-豆丁","Root;食材;豆類;豆干"
"[良澔]大溪名產豆丁-蒜香口味","Root;食材;蔬菜;豆類;蒜;豆干"
"[良澔]大溪名產豆丁-辣味","Root;食材;蔬菜;豆類;豆干;辣椒"
"[良澔]日式無調味海苔","Root;食材;蔬菜;海苔"
"[良澔]片烤海苔-椒鹽口味","Root;食材;其它類;蔬菜;海苔;調味料;胡椒;鹽"
"[良澔]片烤海苔-蒜香口味","Root;食材;蔬菜;海苔;蒜"
"[良澔]片烤海苔-魷魚風味","Root;食材;海鮮;蔬菜;海苔;魷魚"
"[良澔]金朝鮮海苔-精選原味","Root;食材;蔬菜;海苔"
"[良澔]金朝鮮海苔-精選辣味","Root;食材;蔬菜;海苔;辣椒"
"[良澔]酥爆海苔-唐辛子口味","Root;食材;蔬菜;海苔;辣椒"
"[良澔]媽韓式海苔","Root;食材;蔬菜;海苔"
"[良澔]蜜汁蒜香豬肉條","Root;食材;其它類;肉類;蔬菜;蒜;豬;點心類;蜂蜜"
"[良澔]蜜汁豬肉乾","Root;食材;其它類;肉類;加工肉品;豬;點心類;肉乾;蜂蜜"
"[良澔]韓式海苔-梅子口味","Root;食材;水果;蔬菜;梅子;海苔"
"[芒果好吃]愛文芒果青冰","Root;食材;其它類;水果;冰品;芒果"
"[谷溜谷溜][!梅]漢方烏梅汁","Root;食材;其它類;水果;梅子;飲品類;蔬果汁"
"[豆穌朋]巧克力泡芙","Root;食材;其它類;堅果種子類;可可;點心類;泡芙"
"[豆穌朋]乳酪塔","Root;食材;乳品類;其它類;起司;點心類"
"[豆穌朋]乳酪塔/檸檬塔","Root;食材;乳品類;其它類;水果;柑橘;起司;點心類;檸檬"
"[豆穌朋]咖啡泡芙","Root;食材;其它類;飲品類;點心類;咖啡;泡芙"
"[豆穌朋]抹茶泡芙","Root;食材;其它類;飲品類;點心類;泡芙;茶類;綠茶抹茶"
"[豆穌朋]芝麻泡芙","Root;食材;其它類;堅果種子類;芝麻;點心類;泡芙"
"[豆穌朋]花生泡芙","Root;食材;其它類;堅果種子類;花生;點心類;泡芙"
"[豆穌朋]原味泡芙","Root;食材;其它類;點心類;泡芙"
"[豆穌朋]草莓泡芙","Root;食材;其它類;水果;莓果;點心類;泡芙;草莓"
"[豆穌朋]經典泡芙提盒","Root;食材;其它類;點心類;泡芙"
"[豆穌朋]藍莓泡芙","Root;食材;其它類;水果;莓果;點心類;泡芙;藍莓"
"[貝納頌]二合一咖啡-拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[貝納頌]二合一咖啡-曼特寧","Root;食材;其它類;飲品類;咖啡"
"[貝納頌]三合一咖啡-曼特寧","Root;食材;其它類;飲品類;咖啡"
"[貝納頌]咖啡-直火炭焙","Root;食材;其它類;飲品類;咖啡"
"[貝納頌]咖啡-經典黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[貝納頌]咖啡-榛果風味拿鐵","Root;食材;其它類;堅果種子類;榛果;飲品類;咖啡;拿鐵"
"[貝納頌]黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[貝納頌]經典拿鐵咖啡","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[貝納頌]經典曼特寧咖啡","Root;食材;其它類;飲品類;咖啡"
"[貝納頌]義式特濃拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[貝納頌]義式特濃黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[貝納頌]輕負擔機能黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[貝納頌]濾泡式咖啡曼特寧","Root;食材;其它類;飲品類;咖啡"
"[貝納頌]濾泡經典咖啡哥倫比亞","Root;食材;其它類;飲品類;咖啡"
"[赤豪家庭私廚]人蔘香菇雞湯","Root;食材;其它類;肉類;蔬菜;中藥材;菌菇;複合食品;雞;人蔘;湯品;香菇"
"[赤豪家庭私廚]大份量全牛烤肉箱","Root;食材;肉類;牛"
"[赤豪家庭私廚]大份量豬/雞烤肉箱","Root;食材;肉類;豬;雞"
"[赤豪家庭私廚]古早味大腸麵線羹","Root;食材;全穀類;其它類;肉類;內臟及血製品;複合食品;麵;羹;麵線"
"[赤豪家庭私廚]古早味里肌燒肉片","Root;食材;肉類"
"[赤豪家庭私廚]古早味雞腿排","Root;食材;肉類;雞"
"[赤豪家庭私廚]肉多多紅燒酸菜牛肉湯","Root;食材;其它類;肉類;蔬菜;牛;複合食品;酸菜;湯品"
"[赤豪家庭私廚]冷凍日式素蒸餃","Root;食材;全穀類;餃子"
"[赤豪家庭私廚]冷凍韭菜豬肉熟蒸餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子"
"[赤豪家庭私廚]冷凍高麗菜豬肉熟蒸餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子;高麗菜"
"[赤豪家庭私廚]私房老醬滷牛三寶","Root;食材;肉類;內臟及血製品;牛"
"[赤豪家庭私廚]岡山藥膳羊肉爐","Root;食材;其它類;肉類;中藥材;羊;複合食品;火鍋"
"[赤豪家庭私廚]青蔥椒鹽牛舌","Root;食材;其它類;肉類;蔬菜;牛;蔥;調味料;胡椒;鹽"
"[赤豪家庭私廚]紅燒酸菜牛肉爐","Root;食材;其它類;肉類;蔬菜;牛;複合食品;酸菜;火鍋"
"[赤豪家庭私廚]美式牛肉漢堡排","Root;食材;全穀類;肉類;加工肉品;牛;麵包;堡"
"[赤豪家庭私廚]香烤豬粉腸","Root;食材;肉類;內臟及血製品;豬"
"[赤豪家庭私廚]香酥英式炸魚條","Root;食材;海鮮;魚類"
"[赤豪家庭私廚]香酥蔥抓餅","Root;食材;全穀類;蔬菜;蔥;麵餅"
"[赤豪家庭私廚]家傳萬巒豬腳_附蒜蓉醬","Root;食材;肉類;蔬菜;蒜;豬"
"[赤豪家庭私廚]紐奧良燒烤翅小腿","Root;食材;肉類;雞"
"[赤豪家庭私廚]高麗菜豬肉水餃","Root;食材;全穀類;肉類;蔬菜;豬;餃子;高麗菜"
"[赤豪家庭私廚]章魚風味丸子燒","Root;食材;海鮮"
"[赤豪家庭私廚]麻油火鍋","Root;食材;其它類;堅果種子類;油類;芝麻;複合食品;火鍋"
"[赤豪家庭私廚]麻油松坂豬料理組","Root;食材;堅果種子類;油類;肉類;芝麻;豬"
"[赤豪家庭私廚]麻油雞佛料理組","Root;食材;堅果種子類;油類;肉類;內臟及血製品;芝麻;雞"
"[赤豪家庭私廚]椒鹽鮮嫩雞中翅","Root;食材;其它類;肉類;調味料;雞;胡椒;鹽"
"[赤豪家庭私廚]無骨香酥雞米花","Root;食材;肉類;雞"
"[赤豪家庭私廚]黑胡椒牛柳料理組","Root;食材;其它類;肉類;牛;調味料;胡椒"
"[赤豪家庭私廚]黑胡椒醬鐵板麵","Root;食材;全穀類;其它類;調味料;麵;胡椒"
"[赤豪家庭私廚]經典古早味干貝蝦仁海鮮羹","Root;食材;其它類;海鮮;甲殼類;複合食品;貝類;干貝;羹;蝦"
"[赤豪家庭私廚]經典奶黃包","Root;食材;乳品類;全穀類;蛋類;包子饅頭;奶油"
"[赤豪家庭私廚]經典酥嫩月亮蝦餅","Root;食材;海鮮;甲殼類;蝦"
"[赤豪家庭私廚]經典義大利麵組","Root;食材;全穀類;麵;義大利麵"
"[赤豪家庭私廚]經典燒包任選","Root;食材;全穀類;包子饅頭"
"[赤豪家庭私廚]蒙古火鍋","Root;食材;其它類;複合食品;火鍋"
"[赤豪家庭私廚]酸菜白肉火鍋","Root;食材;其它類;肉類;蔬菜;複合食品;酸菜;火鍋"
"[赤豪家庭私廚]蔥燒鮮肉大餡餅","Root;食材;全穀類;肉類;蔬菜;蔥;麵餅"
"[赤豪家庭私廚]濃香芝麻包","Root;食材;全穀類;堅果種子類;包子饅頭;芝麻"
"[赤豪家庭私廚]韓式泡菜火鍋超值組","Root;食材;其它類;蔬菜;泡菜;複合食品;火鍋"
"[赤豪家庭私廚]鮮蔥肉包","Root;食材;全穀類;肉類;蔬菜;包子饅頭;蔥"
"[享活]有機黑木耳露-銀杏","Root;食材;堅果種子類;蔬菜;菌菇;木耳"
"[享活]雪銀耳露","Root;食材;蔬菜;菌菇;木耳"
"[京都小川]濾掛式咖啡-淺焙","Root;食材;其它類;飲品類;咖啡"
"[依格閣]有機特級初榨橄欖油","Root;食材;油類;橄欖油"
"[初品果]情人果芒果青冰","Root;食材;其它類;水果;冰品;芒果"
"[初品果]雲林口湖手工日曬一口吃烏魚子袋裝","Root;食材;海鮮;魚類;魚卵"
"[初品果]雲林口湖手工日曬一口吃烏魚子禮盒","Root;食材;海鮮;魚類;魚卵"
"[初品果]雲林口湖手工日曬烏魚子禮盒","Root;食材;海鮮;魚類;魚卵"
"[初鹿牧場]巧克力牛乳/保久調味乳","Root;食材;乳品類;堅果種子類;保久乳;可可"
"[初鹿牧場]原味牛乳","Root;食材;乳品類;牛奶"
"[初鹿牧場]草莓乳酸飲","Root;食材;其它類;水果;莓果;飲品類;草莓"
"[初嚐]紅烏龍茶","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"[協豐]冬粉","Root;食材;全穀類;冬粉絲"
"[味丹]七喜檸檬汽水","Root;食材;其它類;水果;柑橘;飲品類;檸檬;汽水"
"[味丹]心茶道冬瓜茶","Root;食材;其它類;蔬菜;冬瓜;飲品類;茶類"
"[味丹]心茶道健康青草茶","Root;食材;其它類;飲品類;茶類"
"[味丹]心茶道鳳梨冬瓜茶","Root;食材;其它類;水果;蔬菜;冬瓜;飲品類;鳳梨;茶類"
"[味丹]心茶道檸檬冬瓜茶","Root;食材;其它類;水果;蔬菜;冬瓜;柑橘;飲品類;檸檬;茶類"
"[味丹]冬瓜茶","Root;食材;其它類;蔬菜;冬瓜;飲品類;茶類"
"[味丹]多喝水MORE+維他命氣泡水-百香果風味","Root;食材;其它類;水果;百香果;飲品類;汽水"
"[味丹]多喝水-MORE氣泡水","Root;食材;其它類;飲品類;汽水"
"[味丹]多喝水MORE氣泡水-蜜桃風味","Root;食材;其它類;水果;水蜜桃;飲品類;汽水"
"[味丹]多喝水MORE氣泡水-檸檬風味","Root;食材;其它類;水果;柑橘;飲品類;檸檬;汽水"
"[味丹]多喝水-百香果維他命氣泡水","Root;食材;其它類;水果;百香果;飲品類;汽水"
"[味丹]多喝水-純氣泡水","Root;食材;其它類;飲品類;汽水"
"[味丹]多喝水-微鹼性竹炭離子水","Root;食材;其它類;飲品類;飲用水"
"[味丹]多喝水-蜜桃氣泡水","Root;食材;其它類;水果;水蜜桃;飲品類;汽水"
"[味丹]多喝水-檸檬風味氣泡水","Root;食材;其它類;水果;柑橘;飲品類;檸檬;汽水"
"[味丹]多喝水-檸檬氣泡水","Root;食材;其它類;水果;柑橘;飲品類;檸檬;汽水"
"[味丹]多喝水-礦泉水","Root;食材;其它類;飲品類;飲用水"
"[味丹]多喝水鹼性竹炭水","Root;食材;其它類;飲品類;飲用水"
"[味丹]竹炭水","Root;食材;其它類;飲品類;飲用水"
"[味丹]究·選SUAN草莓紅茶氣泡飲","Root;食材;其它類;水果;莓果;飲品類;茶類;草莓;紅茶"
"[味丹]究·選SUAN草莓紅茶氣泡飲","Root;食材;其它類;水果;莓果;飲品類;汽水;茶類;草莓;紅茶"
"[味丹]究選SUAN氣泡蜜桃紅茶","Root;食材;其它類;水果;水蜜桃;飲品類;茶類;紅茶"
"[味丹]青草茶","Root;食材;其它類;飲品類;茶類"
"[味丹]鳳梨冬瓜茶","Root;食材;其它類;水果;蔬菜;冬瓜;飲品類;鳳梨;茶類"
"[味全]牛乳","Root;食材;乳品類;牛奶"
"[味全]極品限定可可牛乳","Root;食材;乳品類;堅果種子類;可可;牛奶"
"[味全]極品限定高鈣牛乳","Root;食材;乳品類;牛奶"
"[味全]極品限定蘋果牛乳","Root;食材;乳品類;水果;牛奶;蘋果"
"[味全]睡前牛乳","Root;食材;乳品類;牛奶"
"[味島]香鬆-海苔香味","Root;食材;蔬菜;海苔"
"[味島]香鬆-鰹節香味","Root;食材;海鮮;魚類"
"[味覺生機]深海鮪魚糖","Root;食材;海鮮;魚類;鮪魚"
"[咖啡廣場]統一咖啡廣場-調合式冰咖啡","Root;食材;其它類;飲品類;咖啡"
"[固得家俬]奶油紅豆口味 銅鑼燒","Root;食材;乳品類;全穀類;其它類;奶油;紅豆;點心類"
"[固得家俬]巧克力口味 銅鑼燒","Root;食材;其它類;堅果種子類;可可;點心類"
"[宗家府]食堂-韓國芝麻葉","Root;食材;蔬菜"
"[所長茶葉蛋]香辣蛋白執","Root;食材;蔬菜;蛋類;辣椒"
"[所長茶葉蛋]原味茶葉蛋","Root;食材;蛋類"
"[所長茶葉蛋]椒鹽蛋白執","Root;食材;其它類;蛋類;調味料;胡椒;鹽"
"[所長茶葉蛋]辣味茶葉蛋","Root;食材;蔬菜;蛋類;辣椒"
"[所長茶葉蛋]醬香蛋白執","Root;食材;蛋類"
"[所長茶葉蛋]爆汁方干 原味沙茶/蒜味/辣味","Root;食材;其它類;蔬菜;豆類;蒜;調味料;豆干;辣椒;沙茶"
"[旺日小舖]Pokka伊達麥茶","Root;食材;全穀類;其它類;飲品類;麥;茶類"
"[旺日小舖]世起抹茶風味大福禮盒","Root;食材;全穀類;其它類;米;飲品類;茶類;麻糬;綠茶抹茶"
"[旺旺]吸C凍可吸果凍-草莓果汁風味","Root;食材;其它類;水果;莓果;飲品類;點心類;果凍;草莓;蔬果汁"
"[旺旺]吸C凍可吸果凍-葡萄果汁風味","Root;食材;其它類;水果;葡萄;飲品類;點心類;果凍;蔬果汁"
"[旺旺]旺仔牛奶","Root;食材;乳品類;牛奶"
"[旺旺]浪味-味付魚燒","Root;食材;海鮮;魚類"
"[昇樺]雞肉鬆","Root;食材;肉類;加工肉品;雞;肉鬆"
"[昇樺]雞肉鬆-芝麻海苔","Root;食材;堅果種子類;肉類;蔬菜;加工肉品;海苔;芝麻;雞;肉鬆"
"[昊之蔘]人蔘禮盒","Root;食材;其它類;中藥材;人蔘"
"[昊之蔘]花漾人蔘禮盒","Root;食材;其它類;中藥材;人蔘"
"[易而善]100% 純鮮奶粉","Root;食材;乳品類;奶粉"
"[易而善]金配方高鈣奶粉","Root;食材;乳品類;奶粉"
"[易而善]恆醣定補鉻營養素奶粉","Root;食材;乳品類;奶粉"
"[易而善]新女性膠原纖亮奶粉","Root;食材;乳品類;奶粉"
"[易而善]蜂膠成人羊奶粉","Root;食材;乳品類;肉類;奶粉;羊"
"[易而善]蜂膠營養強化奶粉-幼兒奶粉","Root;食材;乳品類;奶粉"
"[易而善]蜂膠營養強化羊奶粉-幼兒適用","Root;食材;乳品類;肉類;奶粉;羊"
"[易而善]德森蜜 Q10 珍珠鈣奶粉","Root;食材;乳品類;奶粉"
"[易而善]德森蜜運動配方奶粉","Root;食材;乳品類;奶粉"
"[易而善]龜鹿雙寶葡萄糖胺營養素奶粉","Root;食材;乳品類;奶粉"
"[易而善]優蛋白高纖高鈣營養素奶粉","Root;食材;乳品類;奶粉"
"[東方飲]草莓風味氣泡飲","Root;食材;其它類;水果;莓果;飲品類;汽水;草莓"
"[東方飲]荔枝風味氣泡飲","Root;食材;其它類;水果;荔枝;飲品類;汽水"
"[東方飲]韓味柚子茶","Root;食材;其它類;水果;柑橘;飲品類;柚子;茶類"
"[東台糧倉]鹿野町一等米","Root;食材;全穀類;米"
"[東台糧倉]鹿野町屋賀家壽司米","Root;食材;全穀類;米"
"[東台糧倉]鹿野町香米","Root;食材;全穀類;米"
"[東台糧倉]鹿野町純淨米","Root;食材;全穀類;米"
"[東台糧倉]鹿野町-鹿野漫香米","Root;食材;全穀類;米"
"[東台糧倉]鹿野町糙米","Root;食材;全穀類;米;糙米玄米"
"[東台糧倉]鹿野寶華白米","Root;食材;全穀類;米"
"[東台糧倉]鹿野寶華糙米","Root;食材;全穀類;米;糙米玄米"
"[東台糧倉]黑米","Root;食材;全穀類;米"
"[東海大學]巧克力保久乳","Root;食材;乳品類;堅果種子類;保久乳;可可"
"[東海大學]原味保久乳","Root;食材;乳品類;保久乳"
"[東海大學]原味保久乳/巧克力保久乳","Root;食材;乳品類;堅果種子類;保久乳;可可"
"[東港]大豬公風味魚片","Root;食材;海鮮;魚類"
"[東港]炭烤魷魚風味條","Root;食材;海鮮;魷魚"
"[東港]紅燒魚","Root;食材;海鮮;魚類"
"[東港]香之魚","Root;食材;海鮮;魚類"
"[東港]麻辣魚排燒","Root;食材;其它類;海鮮;調味料;魚類;麻辣"
"[東港]蜜汁沙茶","Root;食材;其它類;調味料;點心類;沙茶;蜂蜜"
"[林銀杏]滿杏仁飲","Root;食材;其它類;堅果種子類;杏仁;飲品類"
"[林聰明]沙鍋菜+中鮭魚頭","Root;食材;其它類;海鮮;複合食品;魚類;火鍋;鮭魚"
"[林聰明]經典沙鍋菜","Root;食材;其它類;複合食品;火鍋"
"[河小田]手拍爆汁和牛漢堡排","Root;食材;全穀類;肉類;加工肉品;牛;麵包;堡"
"[河小田]手拍爆汁漢堡排","Root;食材;全穀類;肉類;加工肉品;麵包;堡"
"[法布甜]100%檸檬塔","Root;食材;其它類;水果;柑橘;點心類;檸檬"
"[法布甜]法式草莓塔","Root;食材;其它類;水果;莓果;點心類;草莓"
"[法布甜]玫瑰花蛋糕","Root;食材;其它類;點心類;蛋糕"
"[法布甜]原味馬卡龍鳳梨酥禮盒","Root;食材;其它類;水果;鳳梨;點心類"
"[法布甜]蛋捲堅果塔禮盒","Root;食材;其它類;堅果種子類;點心類;餅乾脆片;蛋捲"
"[法布甜]養生堅果塔禮盒","Root;食材;堅果種子類"
"[法布甜]雙味馬卡龍鳳梨酥禮盒","Root;食材;其它類;水果;鳳梨;點心類"
"[法國evian依雲]天然礦泉水","Root;食材;其它類;飲品類;飲用水"
"[法國沛綠雅]氣泡天然礦泉水","Root;食材;其它類;飲品類;汽水;飲用水"
"[法國富維克]天然礦泉水","Root;食材;其它類;飲品類;飲用水"
"[波爾]天然水","Root;食材;其它類;飲品類;飲用水"
"[波爾]波爾茶-葡萄柚口味","Root;食材;其它類;水果;柑橘;飲品類;柚子;茶類"
"[波爾]葡萄柚口味","Root;食材;水果;柑橘;柚子"
"[波蜜]100%蔬果汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]100%蘋果葡萄汁","Root;食材;其它類;水果;葡萄;蘋果;飲品類;蔬果汁"
"[波蜜]C+果菜汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]一日水果100%葡萄汁","Root;食材;其它類;水果;葡萄;飲品類;蔬果汁"
"[波蜜]一日水果100%蘋果汁","Root;食材;其它類;水果;蘋果;飲品類;蔬果汁"
"[波蜜]一日蔬果100%紫色蔬果汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]一日蔬果100%蘋果柳橙綜合蔬果汁","Root;食材;其它類;水果;柑橘;蘋果;飲品類;柳橙;蔬果汁"
"[波蜜]一日蔬果蜜桃蘋果蔬果汁","Root;食材;其它類;水果;水蜜桃;蘋果;飲品類;蔬果汁"
"[波蜜]一日蔬果蘋果柳橙蔬果","Root;食材;其它類;水果;柑橘;蘋果;飲品類;柳橙;蔬果汁"
"[波蜜]元氣白桃煎茶","Root;食材;其它類;水果;水蜜桃;飲品類;茶類"
"[波蜜]元氣皇家奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"[波蜜]元氣香橙果茶","Root;食材;其它類;水果;柑橘;飲品類;柳橙;茶類"
"[波蜜]水果豐味-特調嘉年華蔬果汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]冬瓜露","Root;食材;蔬菜;冬瓜"
"[波蜜]冰釀菊花","Root;食材;其它類;飲品類;茶類"
"[波蜜]多果汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]自然植感杏仁果奶","Root;食材;堅果種子類;杏仁"
"[波蜜]自然植感核桃果奶","Root;食材;乳品類;堅果種子類;牛奶"
"[波蜜]低卡果菜汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]果菜汁","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]波蜜100%蘋果葡萄汁","Root;食材;其它類;水果;葡萄;蘋果;飲品類;蔬果汁"
"[波蜜]波蜜哈密瓜牛乳","Root;食材;乳品類;水果;牛奶"
"[波蜜]芭樂汁","Root;食材;其它類;水果;芭樂;飲品類;蔬果汁"
"[波蜜]哈密瓜牛乳","Root;食材;乳品類;水果;牛奶"
"[波蜜]紅番茄汁","Root;食材;其它類;水果;番茄;飲品類;蔬果汁"
"[波蜜]香蕉牛乳","Root;食材;乳品類;水果;牛奶;香蕉"
"[波蜜]葡萄汁","Root;食材;其它類;水果;葡萄;飲品類;蔬果汁"
"[波蜜]漢宮冬瓜茶","Root;食材;其它類;蔬菜;冬瓜;飲品類;茶類"
"[波蜜]漢宮蘆筍汁","Root;食材;其它類;蔬菜;筍子;飲品類;蔬果汁"
"[波蜜]輕飲果菜汁飲料","Root;食材;其它類;飲品類;蔬果汁"
"[波蜜]蔬果牛乳","Root;食材;乳品類;水果;蔬菜;牛奶"
"[波蜜]靠茶四季青茶","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"[波蜜]靠茶初茗紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"[波蜜]靠茶初茗綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[爭鮮]鮭魚鬆","Root;食材;海鮮;魚類;鮭魚"
"[肯寶 KB99]生機奇亞籽","Root;食材;堅果種子類"
"[肯寶 KB99]生機彩虹藜麥","Root;食材;全穀類;麥;藜麥"
"[肯寶 KB99]生機黑米","Root;食材;全穀類;米"
"[肯寶 KB99]有機大枸杞","Root;食材;其它類;中藥材"
"[肯寶 KB99]有機奇亞籽","Root;食材;堅果種子類"
"[肯寶 KB99]有機紅棗","Root;食材;其它類;中藥材;紅棗"
"[肯寶 KB99]有機紅藜麥","Root;食材;全穀類;麥;藜麥"
"[芝初]預購芝初黃金3顧苦茶油禮盒","Root;食材;油類"
"[芬達]芬達橘子汽水","Root;食材;其它類;水果;柑橘;飲品類;汽水"
"[芬達]橘子汽水","Root;食材;其它類;水果;柑橘;飲品類;汽水"
"[花東好米]台東牛奶灌溉米","Root;食材;全穀類;米"
"[花蓮綠農場]生機三色藜麥","Root;食材;全穀類;麥;藜麥"
"[花蓮綠農場]生機紅藜麥","Root;食材;全穀類;麥;藜麥"
"[芳茲]日月養生黃金蜆滴雞精彩盒款","Root;食材;其它類;海鮮;肉類;貝類;雞;飲品類"
"[芳茲]日月養生滴魚精禮盒","Root;食材;其它類;海鮮;飲品類;魚類"
